Demand;TranspId;Path;Distance;dispersionC val;dispersionC lim;dispersionL val;dispersionL lim;osnrC val;osnrC lim;osnrL val;osnrL lim
1;6;1-3-6-10-9-14-13-12-11-4-2-;11000;187000;40000;0;0;13.3152;21;-nan;0;
1;6;1-3-6-10-9-14-11-4-2-;10400;176800;40000;0;0;13.6351;21;-nan;0;
1;6;1-3-6-10-9-12-13-14-11-4-2-;11000;187000;40000;0;0;13.3152;21;-nan;0;
1;6;1-3-6-10-9-12-11-4-2-;10400;176800;40000;0;0;13.6351;21;-nan;0;
1;6;1-3-6-10-9-8-7-5-4-2-;9500;161500;40000;0;0;13.9391;21;-nan;0;
1;6;1-3-6-5-7-8-9-14-13-12-11-4-2-;12200;207400;40000;0;0;12.8049;21;-nan;0;
1;6;1-3-6-5-7-8-9-14-11-4-2-;11600;197200;40000;0;0;13.0881;21;-nan;0;
1;6;1-3-6-5-7-8-9-12-13-14-11-4-2-;12200;207400;40000;0;0;12.8049;21;-nan;0;
1;6;1-3-6-5-7-8-9-12-11-4-2-;11600;197200;40000;0;0;13.0881;21;-nan;0;
1;6;1-3-6-5-4-2-;6300;107100;40000;0;0;15.8078;21;-nan;0;
1;6;1-3-2-;2200;37400;40000;0;0;20.3077;21;-nan;0;
1;6;1-2-;1100;18700;40000;0;0;23.3352;21;-nan;0;
2;6;1-8-9-14-13-12-11-4-5-6-3-;11500;195500;40000;0;0;13.1317;21;-nan;0;
2;6;1-8-9-14-13-12-11-4-2-3-;9400;159800;40000;0;0;13.9889;21;-nan;0;
2;6;1-8-9-14-13-6-5-4-2-3-;9600;163200;40000;0;0;13.9417;21;-nan;0;
2;6;1-8-9-14-13-6-3-;8300;141100;40000;0;0;14.6201;21;-nan;0;
2;6;1-8-9-14-11-12-13-6-5-4-2-3-;11200;190400;40000;0;0;13.214;21;-nan;0;
2;6;1-8-9-14-11-12-13-6-3-;9900;168300;40000;0;0;13.7806;21;-nan;0;
2;6;1-8-9-14-11-4-5-6-3-;10900;185300;40000;0;0;13.4378;21;-nan;0;
2;6;1-8-9-14-11-4-2-3-;8800;149600;40000;0;0;14.3648;21;-nan;0;
2;6;1-8-9-12-13-14-11-4-5-6-3-;11500;195500;40000;0;0;13.1317;21;-nan;0;
2;6;1-8-9-12-13-14-11-4-2-3-;9400;159800;40000;0;0;13.9889;21;-nan;0;
2;6;1-8-9-12-13-6-5-4-2-3-;9600;163200;40000;0;0;13.9417;21;-nan;0;
2;6;1-8-9-12-13-6-3-;8300;141100;40000;0;0;14.6201;21;-nan;0;
2;6;1-8-9-12-11-14-13-6-5-4-2-3-;11200;190400;40000;0;0;13.214;21;-nan;0;
2;6;1-8-9-12-11-14-13-6-3-;9900;168300;40000;0;0;13.7806;21;-nan;0;
2;6;1-8-9-12-11-4-5-6-3-;10900;185300;40000;0;0;13.4378;21;-nan;0;
2;6;1-8-9-12-11-4-2-3-;8800;149600;40000;0;0;14.3648;21;-nan;0;
2;6;1-8-9-10-6-13-14-11-4-2-3-;12700;215900;40000;0;0;12.751;21;-nan;0;
2;6;1-8-9-10-6-13-12-11-4-2-3-;12700;215900;40000;0;0;12.751;21;-nan;0;
2;6;1-8-9-10-6-5-4-2-3-;8900;151300;40000;0;0;14.3012;21;-nan;0;
2;6;1-8-9-10-6-3-;7600;129200;40000;0;0;15.0435;21;-nan;0;
2;6;1-8-7-5-6-13-14-11-4-2-3-;12500;212500;40000;0;0;12.7898;21;-nan;0;
2;6;1-8-7-5-6-13-14-9-12-11-4-2-3-;13500;229500;40000;0;0;12.4473;21;-nan;0;
2;6;1-8-7-5-6-13-12-11-4-2-3-;12500;212500;40000;0;0;12.7898;21;-nan;0;
2;6;1-8-7-5-6-13-12-9-14-11-4-2-3-;13500;229500;40000;0;0;12.4473;21;-nan;0;
2;6;1-8-7-5-6-10-9-14-13-12-11-4-2-3-;13400;227800;40000;0;0;12.4394;21;-nan;0;
2;6;1-8-7-5-6-10-9-14-11-4-2-3-;12800;217600;40000;0;0;12.699;21;-nan;0;
2;6;1-8-7-5-6-10-9-12-13-14-11-4-2-3-;13400;227800;40000;0;0;12.4394;21;-nan;0;
2;6;1-8-7-5-6-10-9-12-11-4-2-3-;12800;217600;40000;0;0;12.699;21;-nan;0;
2;6;1-8-7-5-6-3-;7400;125800;40000;0;0;15.1096;21;-nan;0;
2;6;1-8-7-5-4-11-14-13-12-9-10-6-3-;13300;226100;40000;0;0;12.483;21;-nan;0;
2;6;1-8-7-5-4-11-14-13-6-3-;12400;210800;40000;0;0;12.8371;21;-nan;0;
2;6;1-8-7-5-4-11-14-9-12-13-6-3-;13400;227800;40000;0;0;12.491;21;-nan;0;
2;6;1-8-7-5-4-11-14-9-10-6-3-;12700;215900;40000;0;0;12.7454;21;-nan;0;
2;6;1-8-7-5-4-11-12-13-14-9-10-6-3-;13300;226100;40000;0;0;12.483;21;-nan;0;
2;6;1-8-7-5-4-11-12-13-6-3-;12400;210800;40000;0;0;12.8371;21;-nan;0;
2;6;1-8-7-5-4-11-12-9-14-13-6-3-;13400;227800;40000;0;0;12.491;21;-nan;0;
2;6;1-8-7-5-4-11-12-9-10-6-3-;12700;215900;40000;0;0;12.7454;21;-nan;0;
2;6;1-8-7-5-4-2-3-;6500;110500;40000;0;0;15.6239;21;-nan;0;
2;6;1-3-;1600;27200;40000;0;0;21.7502;21;-nan;0;
2;6;1-2-4-11-14-13-12-9-10-6-3-;10500;178500;40000;0;0;13.5099;21;-nan;0;
2;6;1-2-4-11-14-13-12-9-8-7-5-6-3-;11700;198900;40000;0;0;12.9776;21;-nan;0;
2;6;1-2-4-11-14-13-6-3-;9600;163200;40000;0;0;13.9636;21;-nan;0;
2;6;1-2-4-11-14-9-12-13-6-3-;10600;180200;40000;0;0;13.52;21;-nan;0;
2;6;1-2-4-11-14-9-10-6-3-;9900;168300;40000;0;0;13.845;21;-nan;0;
2;6;1-2-4-11-14-9-8-7-5-6-3-;11100;188700;40000;0;0;13.2727;21;-nan;0;
2;6;1-2-4-11-12-13-14-9-10-6-3-;10500;178500;40000;0;0;13.5099;21;-nan;0;
2;6;1-2-4-11-12-13-14-9-8-7-5-6-3-;11700;198900;40000;0;0;12.9776;21;-nan;0;
2;6;1-2-4-11-12-13-6-3-;9600;163200;40000;0;0;13.9636;21;-nan;0;
2;6;1-2-4-11-12-9-14-13-6-3-;10600;180200;40000;0;0;13.52;21;-nan;0;
2;6;1-2-4-11-12-9-10-6-3-;9900;168300;40000;0;0;13.845;21;-nan;0;
2;6;1-2-4-11-12-9-8-7-5-6-3-;11100;188700;40000;0;0;13.2727;21;-nan;0;
2;6;1-2-4-5-7-8-9-14-13-6-3-;9700;164900;40000;0;0;13.8159;21;-nan;0;
2;6;1-2-4-5-7-8-9-14-11-12-13-6-3-;11300;192100;40000;0;0;13.1074;21;-nan;0;
2;6;1-2-4-5-7-8-9-12-13-6-3-;9700;164900;40000;0;0;13.8159;21;-nan;0;
2;6;1-2-4-5-7-8-9-12-11-14-13-6-3-;11300;192100;40000;0;0;13.1074;21;-nan;0;
2;6;1-2-4-5-7-8-9-10-6-3-;9000;153000;40000;0;0;14.1647;21;-nan;0;
2;6;1-2-4-5-6-3-;5800;98600;40000;0;0;16.1597;21;-nan;0;
2;6;1-2-3-;1700;28900;40000;0;0;21.3833;21;-nan;0;
3;5;1-8-9-14-13-12-11-4-;7800;132600;50000;0;0;14.7932;16;-nan;0;
3;5;1-8-9-14-13-6-5-4-;8000;136000;50000;0;0;14.7365;16;-nan;0;
3;5;1-8-9-14-13-6-3-2-4-;9900;168300;50000;0;0;13.8446;16;-nan;0;
3;5;1-8-9-14-11-12-13-6-5-4-;9600;163200;50000;0;0;13.8763;16;-nan;0;
3;5;1-8-9-14-11-12-13-6-3-2-4-;11500;195500;50000;0;0;13.1318;16;-nan;0;
3;5;1-8-9-14-11-4-;7200;122400;50000;0;0;15.2498;16;-nan;0;
3;5;1-8-9-12-13-14-11-4-;7800;132600;50000;0;0;14.7932;16;-nan;0;
3;5;1-8-9-12-13-6-5-4-;8000;136000;50000;0;0;14.7365;16;-nan;0;
3;5;1-8-9-12-13-6-3-2-4-;9900;168300;50000;0;0;13.8446;16;-nan;0;
3;5;1-8-9-12-11-14-13-6-5-4-;9600;163200;50000;0;0;13.8763;16;-nan;0;
3;5;1-8-9-12-11-14-13-6-3-2-4-;11500;195500;50000;0;0;13.1318;16;-nan;0;
3;5;1-8-9-12-11-4-;7200;122400;50000;0;0;15.2498;16;-nan;0;
3;5;1-8-9-10-6-13-14-11-4-;11100;188700;50000;0;0;13.3415;16;-nan;0;
3;5;1-8-9-10-6-13-12-11-4-;11100;188700;50000;0;0;13.3415;16;-nan;0;
3;5;1-8-9-10-6-5-4-;7300;124100;50000;0;0;15.172;16;-nan;0;
3;5;1-8-9-10-6-3-2-4-;9200;156400;50000;0;0;14.1958;16;-nan;0;
3;5;1-8-7-5-6-13-14-11-4-;10900;185300;50000;0;0;13.3861;16;-nan;0;
3;5;1-8-7-5-6-13-14-9-12-11-4-;11900;202300;50000;0;0;12.9953;16;-nan;0;
3;5;1-8-7-5-6-13-12-11-4-;10900;185300;50000;0;0;13.3861;16;-nan;0;
3;5;1-8-7-5-6-13-12-9-14-11-4-;11900;202300;50000;0;0;12.9953;16;-nan;0;
3;5;1-8-7-5-6-10-9-14-13-12-11-4-;11800;200600;50000;0;0;12.9863;16;-nan;0;
3;5;1-8-7-5-6-10-9-14-11-4-;11200;190400;50000;0;0;13.2821;16;-nan;0;
3;5;1-8-7-5-6-10-9-12-13-14-11-4-;11800;200600;50000;0;0;12.9863;16;-nan;0;
3;5;1-8-7-5-6-10-9-12-11-4-;11200;190400;50000;0;0;13.2821;16;-nan;0;
3;5;1-8-7-5-6-3-2-4-;9000;153000;50000;0;0;14.2501;16;-nan;0;
3;5;1-8-7-5-4-;4900;83300;50000;0;0;16.8523;16;-nan;0;
3;5;1-3-6-13-14-11-12-9-8-7-5-4-;10800;183600;50000;0;0;13.2954;16;-nan;0;
3;5;1-3-6-13-14-11-4-;9100;154700;50000;0;0;14.1937;16;-nan;0;
3;5;1-3-6-13-14-9-12-11-4-;10100;171700;50000;0;0;13.7272;16;-nan;0;
3;5;1-3-6-13-14-9-8-7-5-4-;9200;156400;50000;0;0;14.0381;16;-nan;0;
3;5;1-3-6-13-12-11-14-9-8-7-5-4-;10800;183600;50000;0;0;13.2954;16;-nan;0;
3;5;1-3-6-13-12-11-4-;9100;154700;50000;0;0;14.1937;16;-nan;0;
3;5;1-3-6-13-12-9-14-11-4-;10100;171700;50000;0;0;13.7272;16;-nan;0;
3;5;1-3-6-13-12-9-8-7-5-4-;9200;156400;50000;0;0;14.0381;16;-nan;0;
3;5;1-3-6-10-9-14-13-12-11-4-;10000;170000;50000;0;0;13.7166;16;-nan;0;
3;5;1-3-6-10-9-14-11-4-;9400;159800;50000;0;0;14.0688;16;-nan;0;
3;5;1-3-6-10-9-12-13-14-11-4-;10000;170000;50000;0;0;13.7166;16;-nan;0;
3;5;1-3-6-10-9-12-11-4-;9400;159800;50000;0;0;14.0688;16;-nan;0;
3;5;1-3-6-10-9-8-7-5-4-;8500;144500;50000;0;0;14.406;16;-nan;0;
3;5;1-3-6-5-7-8-9-14-13-12-11-4-;11200;190400;50000;0;0;13.16;16;-nan;0;
3;5;1-3-6-5-7-8-9-14-11-4-;10600;180200;50000;0;0;13.4682;16;-nan;0;
3;5;1-3-6-5-7-8-9-12-13-14-11-4-;11200;190400;50000;0;0;13.16;16;-nan;0;
3;5;1-3-6-5-7-8-9-12-11-4-;10600;180200;50000;0;0;13.4682;16;-nan;0;
3;5;1-3-6-5-4-;5300;90100;50000;0;0;16.5481;16;-nan;0;
3;5;1-3-2-4-;3200;54400;50000;0;0;18.7189;16;-nan;0;
3;5;1-2-4-;2100;35700;50000;0;0;20.5776;16;-nan;0;
3;5;1-2-3-6-13-14-11-12-9-8-7-5-4-;10900;185300;50000;0;0;13.2411;16;-nan;0;
3;5;1-2-3-6-13-14-11-4-;9200;156400;50000;0;0;14.127;16;-nan;0;
3;5;1-2-3-6-13-14-9-12-11-4-;10200;173400;50000;0;0;13.6673;16;-nan;0;
3;5;1-2-3-6-13-14-9-8-7-5-4-;9300;158100;50000;0;0;13.9737;16;-nan;0;
3;5;1-2-3-6-13-12-11-14-9-8-7-5-4-;10900;185300;50000;0;0;13.2411;16;-nan;0;
3;5;1-2-3-6-13-12-11-4-;9200;156400;50000;0;0;14.127;16;-nan;0;
3;5;1-2-3-6-13-12-9-14-11-4-;10200;173400;50000;0;0;13.6673;16;-nan;0;
3;5;1-2-3-6-13-12-9-8-7-5-4-;9300;158100;50000;0;0;13.9737;16;-nan;0;
3;5;1-2-3-6-10-9-14-13-12-11-4-;10100;171700;50000;0;0;13.6568;16;-nan;0;
3;5;1-2-3-6-10-9-14-11-4-;9500;161500;50000;0;0;14.0039;16;-nan;0;
3;5;1-2-3-6-10-9-12-13-14-11-4-;10100;171700;50000;0;0;13.6568;16;-nan;0;
3;5;1-2-3-6-10-9-12-11-4-;9500;161500;50000;0;0;14.0039;16;-nan;0;
3;5;1-2-3-6-10-9-8-7-5-4-;8600;146200;50000;0;0;14.336;16;-nan;0;
3;5;1-2-3-6-5-7-8-9-14-13-12-11-4-;11300;192100;50000;0;0;13.1073;16;-nan;0;
3;5;1-2-3-6-5-7-8-9-14-11-4-;10700;181900;50000;0;0;13.4117;16;-nan;0;
3;5;1-2-3-6-5-7-8-9-12-13-14-11-4-;11300;192100;50000;0;0;13.1073;16;-nan;0;
3;5;1-2-3-6-5-7-8-9-12-11-4-;10700;181900;50000;0;0;13.4117;16;-nan;0;
3;5;1-2-3-6-5-4-;5400;91800;50000;0;0;16.4341;16;-nan;0;
4;5;1-8-9-14-13-12-11-4-5-;8400;142800;50000;0;0;14.4615;16;-nan;0;
4;5;1-8-9-14-13-12-11-4-2-3-6-5-;12500;212500;50000;0;0;12.7788;16;-nan;0;
4;5;1-8-9-14-13-6-5-;7400;125800;50000;0;0;15.0909;16;-nan;0;
4;5;1-8-9-14-13-6-3-2-4-5-;10500;178500;50000;0;0;13.576;16;-nan;0;
4;5;1-8-9-14-11-12-13-6-5-;9000;153000;50000;0;0;14.1649;16;-nan;0;
4;5;1-8-9-14-11-12-13-6-3-2-4-5-;12100;205700;50000;0;0;12.9027;16;-nan;0;
4;5;1-8-9-14-11-4-5-;7800;132600;50000;0;0;14.8828;16;-nan;0;
4;5;1-8-9-14-11-4-2-3-6-5-;11900;202300;50000;0;0;13.0603;16;-nan;0;
4;5;1-8-9-12-13-14-11-4-5-;8400;142800;50000;0;0;14.4615;16;-nan;0;
4;5;1-8-9-12-13-14-11-4-2-3-6-5-;12500;212500;50000;0;0;12.7788;16;-nan;0;
4;5;1-8-9-12-13-6-5-;7400;125800;50000;0;0;15.0909;16;-nan;0;
4;5;1-8-9-12-13-6-3-2-4-5-;10500;178500;50000;0;0;13.576;16;-nan;0;
4;5;1-8-9-12-11-14-13-6-5-;9000;153000;50000;0;0;14.1649;16;-nan;0;
4;5;1-8-9-12-11-14-13-6-3-2-4-5-;12100;205700;50000;0;0;12.9027;16;-nan;0;
4;5;1-8-9-12-11-4-5-;7800;132600;50000;0;0;14.8828;16;-nan;0;
4;5;1-8-9-12-11-4-2-3-6-5-;11900;202300;50000;0;0;13.0603;16;-nan;0;
4;5;1-8-9-10-6-13-14-11-4-5-;11700;198900;50000;0;0;13.1015;16;-nan;0;
4;5;1-8-9-10-6-13-12-11-4-5-;11700;198900;50000;0;0;13.1015;16;-nan;0;
4;5;1-8-9-10-6-5-;6700;113900;50000;0;0;15.5654;16;-nan;0;
4;5;1-8-9-10-6-3-2-4-5-;9800;166600;50000;0;0;13.9053;16;-nan;0;
4;5;1-8-7-5-;4300;73100;50000;0;0;17.4448;16;-nan;0;
4;5;1-3-6-13-14-11-12-9-8-7-5-;10200;173400;50000;0;0;13.5467;16;-nan;0;
4;5;1-3-6-13-14-11-4-5-;9700;164900;50000;0;0;13.9033;16;-nan;0;
4;5;1-3-6-13-14-9-12-11-4-5-;10700;181900;50000;0;0;13.4656;16;-nan;0;
4;5;1-3-6-13-14-9-8-7-5-;8600;146200;50000;0;0;14.3379;16;-nan;0;
4;5;1-3-6-13-12-11-14-9-8-7-5-;10200;173400;50000;0;0;13.5467;16;-nan;0;
4;5;1-3-6-13-12-11-4-5-;9700;164900;50000;0;0;13.9033;16;-nan;0;
4;5;1-3-6-13-12-9-14-11-4-5-;10700;181900;50000;0;0;13.4656;16;-nan;0;
4;5;1-3-6-13-12-9-8-7-5-;8600;146200;50000;0;0;14.3379;16;-nan;0;
4;5;1-3-6-10-9-14-13-12-11-4-5-;10600;180200;50000;0;0;13.4556;16;-nan;0;
4;5;1-3-6-10-9-14-11-4-5-;10000;170000;50000;0;0;13.7864;16;-nan;0;
4;5;1-3-6-10-9-12-13-14-11-4-5-;10600;180200;50000;0;0;13.4556;16;-nan;0;
4;5;1-3-6-10-9-12-11-4-5-;10000;170000;50000;0;0;13.7864;16;-nan;0;
4;5;1-3-6-10-9-8-7-5-;7900;134300;50000;0;0;14.7334;16;-nan;0;
4;5;1-3-6-5-;4700;79900;50000;0;0;17.098;16;-nan;0;
4;5;1-3-2-4-11-14-13-12-9-10-6-5-;10700;181900;50000;0;0;13.4011;16;-nan;0;
4;5;1-3-2-4-11-14-13-12-9-8-7-5-;9700;164900;50000;0;0;13.7438;16;-nan;0;
4;5;1-3-2-4-11-14-13-6-10-9-8-7-5-;13000;221000;50000;0;0;12.5654;16;-nan;0;
4;5;1-3-2-4-11-14-13-6-5-;9800;166600;50000;0;0;13.843;16;-nan;0;
4;5;1-3-2-4-11-14-9-12-13-6-5-;10800;183600;50000;0;0;13.4109;16;-nan;0;
4;5;1-3-2-4-11-14-9-10-6-5-;10100;171700;50000;0;0;13.7276;16;-nan;0;
4;5;1-3-2-4-11-14-9-8-7-5-;9100;154700;50000;0;0;14.0982;16;-nan;0;
4;5;1-3-2-4-11-12-13-14-9-10-6-5-;10700;181900;50000;0;0;13.4011;16;-nan;0;
4;5;1-3-2-4-11-12-13-14-9-8-7-5-;9700;164900;50000;0;0;13.7438;16;-nan;0;
4;5;1-3-2-4-11-12-13-6-10-9-8-7-5-;13000;221000;50000;0;0;12.5654;16;-nan;0;
4;5;1-3-2-4-11-12-13-6-5-;9800;166600;50000;0;0;13.843;16;-nan;0;
4;5;1-3-2-4-11-12-9-14-13-6-5-;10800;183600;50000;0;0;13.4109;16;-nan;0;
4;5;1-3-2-4-11-12-9-10-6-5-;10100;171700;50000;0;0;13.7276;16;-nan;0;
4;5;1-3-2-4-11-12-9-8-7-5-;9100;154700;50000;0;0;14.0982;16;-nan;0;
4;5;1-3-2-4-5-;3800;64600;50000;0;0;17.9415;16;-nan;0;
4;5;1-2-4-11-14-13-12-9-10-6-5-;9600;163200;50000;0;0;13.8699;16;-nan;0;
4;5;1-2-4-11-14-13-12-9-8-7-5-;8600;146200;50000;0;0;14.2535;16;-nan;0;
4;5;1-2-4-11-14-13-6-10-9-8-7-5-;11900;202300;50000;0;0;12.9484;16;-nan;0;
4;5;1-2-4-11-14-13-6-5-;8700;147900;50000;0;0;14.3652;16;-nan;0;
4;5;1-2-4-11-14-9-12-13-6-5-;9700;164900;50000;0;0;13.8809;16;-nan;0;
4;5;1-2-4-11-14-9-10-6-5-;9000;153000;50000;0;0;14.2352;16;-nan;0;
4;5;1-2-4-11-14-9-8-7-5-;8000;136000;50000;0;0;14.6542;16;-nan;0;
4;5;1-2-4-11-12-13-14-9-10-6-5-;9600;163200;50000;0;0;13.8699;16;-nan;0;
4;5;1-2-4-11-12-13-14-9-8-7-5-;8600;146200;50000;0;0;14.2535;16;-nan;0;
4;5;1-2-4-11-12-13-6-10-9-8-7-5-;11900;202300;50000;0;0;12.9484;16;-nan;0;
4;5;1-2-4-11-12-13-6-5-;8700;147900;50000;0;0;14.3652;16;-nan;0;
4;5;1-2-4-11-12-9-14-13-6-5-;9700;164900;50000;0;0;13.8809;16;-nan;0;
4;5;1-2-4-11-12-9-10-6-5-;9000;153000;50000;0;0;14.2352;16;-nan;0;
4;5;1-2-4-11-12-9-8-7-5-;8000;136000;50000;0;0;14.6542;16;-nan;0;
4;5;1-2-4-5-;2700;45900;50000;0;0;19.4357;16;-nan;0;
4;5;1-2-3-6-13-14-11-12-9-8-7-5-;10300;175100;50000;0;0;13.4892;16;-nan;0;
4;5;1-2-3-6-13-14-11-4-5-;9800;166600;50000;0;0;13.8409;16;-nan;0;
4;5;1-2-3-6-13-14-9-12-11-4-5-;10800;183600;50000;0;0;13.4091;16;-nan;0;
4;5;1-2-3-6-13-14-9-8-7-5-;8700;147900;50000;0;0;14.269;16;-nan;0;
4;5;1-2-3-6-13-12-11-14-9-8-7-5-;10300;175100;50000;0;0;13.4892;16;-nan;0;
4;5;1-2-3-6-13-12-11-4-5-;9800;166600;50000;0;0;13.8409;16;-nan;0;
4;5;1-2-3-6-13-12-9-14-11-4-5-;10800;183600;50000;0;0;13.4091;16;-nan;0;
4;5;1-2-3-6-13-12-9-8-7-5-;8700;147900;50000;0;0;14.269;16;-nan;0;
4;5;1-2-3-6-10-9-14-13-12-11-4-5-;10700;181900;50000;0;0;13.3993;16;-nan;0;
4;5;1-2-3-6-10-9-14-11-4-5-;10100;171700;50000;0;0;13.7256;16;-nan;0;
4;5;1-2-3-6-10-9-12-13-14-11-4-5-;10700;181900;50000;0;0;13.3993;16;-nan;0;
4;5;1-2-3-6-10-9-12-11-4-5-;10100;171700;50000;0;0;13.7256;16;-nan;0;
4;5;1-2-3-6-10-9-8-7-5-;8000;136000;50000;0;0;14.658;16;-nan;0;
4;5;1-2-3-6-5-;4800;81600;50000;0;0;16.9687;16;-nan;0;
5;2;1-8-9-14-13-12-11-4-5-6-;9500;161500;100000;0;0;10.9219;13;-nan;0;
5;2;1-8-9-14-13-12-11-4-2-3-6-;11400;193800;100000;0;0;10.1685;13;-nan;0;
5;2;1-8-9-14-13-6-;6300;107100;100000;0;0;12.7854;13;-nan;0;
5;2;1-8-9-14-11-12-13-6-;7900;134300;100000;0;0;11.7149;13;-nan;0;
5;2;1-8-9-14-11-4-5-6-;8900;151300;100000;0;0;11.2927;13;-nan;0;
5;2;1-8-9-14-11-4-2-3-6-;10800;183600;100000;0;0;10.4781;13;-nan;0;
5;2;1-8-9-12-13-14-11-4-5-6-;9500;161500;100000;0;0;10.9219;13;-nan;0;
5;2;1-8-9-12-13-14-11-4-2-3-6-;11400;193800;100000;0;0;10.1685;13;-nan;0;
5;2;1-8-9-12-13-6-;6300;107100;100000;0;0;12.7854;13;-nan;0;
5;2;1-8-9-12-11-14-13-6-;7900;134300;100000;0;0;11.7149;13;-nan;0;
