index;origin;destination;slots;max_length;osnr_limit;pch
148;6;19;3;500;22;0.000375
149;6;20;3;500;22;0.000375
150;6;21;3;500;22;0.000375
151;6;22;4;1000;16;0.0005
152;6;23;4;1000;16;0.0005
153;6;24;4;1000;16;0.0005
154;6;25;3;500;22;0.000375
155;6;26;3;500;22;0.000375
156;6;27;4;1000;16;0.0005
157;6;28;4;1000;16;0.0005
158;6;29;4;1000;16;0.0005
159;6;30;4;1000;16;0.0005
160;7;8;3;500;22;0.000375
161;7;9;3;500;22;0.000375
162;7;10;3;500;22;0.000375
163;7;11;3;500;22;0.000375
164;7;12;3;500;22;0.000375
165;7;13;3;500;22;0.000375
166;7;14;4;1000;16;0.0005
167;7;15;4;1000;16;0.0005
168;7;16;3;500;22;0.000375
169;7;17;3;500;22;0.000375
170;7;18;3;500;22;0.000375
171;7;19;3;500;22;0.000375
172;7;20;3;500;22;0.000375
173;7;21;3;500;22;0.000375
174;7;22;3;500;22;0.000375
175;7;23;3;500;22;0.000375
176;7;24;4;1000;16;0.0005
177;7;25;3;500;22;0.000375
178;7;26;3;500;22;0.000375
179;7;27;3;500;22;0.000375
180;7;28;3;500;22;0.000375
181;7;29;3;500;22;0.000375
182;7;30;3;500;22;0.000375
183;8;9;3;500;22;0.000375
184;8;10;3;500;22;0.000375
185;8;11;3;500;22;0.000375
186;8;12;3;500;22;0.000375
187;8;13;3;500;22;0.000375
188;8;14;4;1000;16;0.0005
189;8;15;4;1000;16;0.0005
190;8;16;3;500;22;0.000375
191;8;17;3;500;22;0.000375
192;8;18;3;500;22;0.000375
193;8;19;3;500;22;0.000375
194;8;20;3;500;22;0.000375
195;8;21;3;500;22;0.000375
196;8;22;3;500;22;0.000375
197;8;23;3;500;22;0.000375
198;8;24;4;1000;16;0.0005
199;8;25;3;500;22;0.000375
200;8;26;3;500;22;0.000375
201;8;27;3;500;22;0.000375
202;8;28;3;500;22;0.000375
203;8;29;4;1000;16;0.0005
204;8;30;4;1000;16;0.0005
205;9;10;3;500;22;0.000375
206;9;11;3;500;22;0.000375
207;9;12;3;500;22;0.000375
208;9;13;3;500;22;0.000375
209;9;14;4;1000;16;0.0005
210;9;15;3;500;22;0.000375
211;9;16;3;500;22;0.000375
212;9;17;3;500;22;0.000375
213;9;18;3;500;22;0.000375
214;9;19;3;500;22;0.000375
215;9;20;3;500;22;0.000375
216;9;21;3;500;22;0.000375
217;9;22;3;500;22;0.000375
218;9;23;3;500;22;0.000375
219;9;24;4;1000;16;0.0005
220;9;25;3;500;22;0.000375
221;9;26;3;500;22;0.000375
222;9;27;3;500;22;0.000375
223;9;28;3;500;22;0.000375
224;9;29;4;1000;16;0.0005
225;9;30;4;1000;16;0.0005
226;10;11;3;500;22;0.000375
227;10;12;3;500;22;0.000375
228;10;13;3;500;22;0.000375
229;10;14;3;500;22;0.000375
230;10;15;3;500;22;0.000375
231;10;16;3;500;22;0.000375
232;10;17;3;500;22;0.000375
233;10;18;3;500;22;0.000375
234;10;19;3;500;22;0.000375
235;10;20;3;500;22;0.000375
236;10;21;3;500;22;0.000375
237;10;22;4;1000;16;0.0005
238;10;23;4;1000;16;0.0005
239;10;24;4;1000;16;0.0005
240;10;25;3;500;22;0.000375
241;10;26;3;500;22;0.000375
242;10;27;4;1000;16;0.0005
243;10;28;4;1000;16;0.0005
244;10;29;4;1000;16;0.0005
245;10;30;4;1000;16;0.0005
246;11;12;3;500;22;0.000375
247;11;13;3;500;22;0.000375
248;11;14;3;500;22;0.000375
249;11;15;3;500;22;0.000375
250;11;16;3;500;22;0.000375
251;11;17;3;500;22;0.000375
252;11;18;3;500;22;0.000375
253;11;19;3;500;22;0.000375
254;11;20;3;500;22;0.000375
255;11;21;4;1000;16;0.0005
256;11;22;4;1000;16;0.0005
257;11;23;4;1000;16;0.0005
258;11;24;4;1000;16;0.0005
259;11;25;3;500;22;0.000375
260;11;26;4;1000;16;0.0005
261;11;27;4;1000;16;0.0005
262;11;28;4;1000;16;0.0005
263;11;29;4;1000;16;0.0005
264;11;30;4;1000;16;0.0005
265;12;13;3;500;22;0.000375
266;12;14;3;500;22;0.000375
267;12;15;3;500;22;0.000375
268;12;16;3;500;22;0.000375
269;12;17;3;500;22;0.000375
270;12;18;3;500;22;0.000375
271;12;19;3;500;22;0.000375
272;12;20;3;500;22;0.000375
273;12;21;4;1000;16;0.0005
274;12;22;4;1000;16;0.0005
275;12;23;4;1000;16;0.0005
276;12;24;4;1000;16;0.0005
277;12;25;3;500;22;0.000375
278;12;26;4;1000;16;0.0005
279;12;27;4;1000;16;0.0005
280;12;28;4;1000;16;0.0005
281;12;29;4;1000;16;0.0005
282;12;30;4;1000;16;0.0005
283;13;14;3;500;22;0.000375
284;13;15;3;500;22;0.000375
285;13;16;3;500;22;0.000375
286;13;17;3;500;22;0.000375
287;13;18;3;500;22;0.000375
288;13;19;3;500;22;0.000375
289;13;20;4;1000;16;0.0005
290;13;21;4;1000;16;0.0005
291;13;22;4;1000;16;0.0005
292;13;23;4;1000;16;0.0005
293;13;24;4;1000;16;0.0005
294;13;25;4;1000;16;0.0005
295;13;26;4;1000;16;0.0005
296;13;27;4;1000;16;0.0005
297;13;28;4;1000;16;0.0005
298;13;29;4;1000;16;0.0005
299;13;30;4;1000;16;0.0005
300;14;15;3;500;22;0.000375
301;14;16;3;500;22;0.000375
302;14;17;3;500;22;0.000375
303;14;18;3;500;22;0.000375
304;14;19;3;500;22;0.000375
305;14;20;3;500;22;0.000375
306;14;21;3;500;22;0.000375
307;14;22;4;1000;16;0.0005
308;14;23;4;1000;16;0.0005
309;14;24;4;1000;16;0.0005
310;14;25;4;1000;16;0.0005
311;14;26;4;1000;16;0.0005
312;14;27;4;1000;16;0.0005
313;14;28;4;1000;16;0.0005
314;14;29;4;1000;16;0.0005
315;14;30;4;1000;16;0.0005
316;15;16;3;500;22;0.000375
317;15;17;3;500;22;0.000375
318;15;18;3;500;22;0.000375
319;15;19;3;500;22;0.000375
320;15;20;3;500;22;0.000375
321;15;21;3;500;22;0.000375
322;15;22;4;1000;16;0.0005
323;15;23;4;1000;16;0.0005
324;15;24;4;1000;16;0.0005
325;15;25;4;1000;16;0.0005
326;15;26;4;1000;16;0.0005
327;15;27;4;1000;16;0.0005
328;15;28;4;1000;16;0.0005
329;15;29;4;1000;16;0.0005
330;15;30;4;1000;16;0.0005
331;16;17;3;500;22;0.000375
332;16;18;3;500;22;0.000375
333;16;19;3;500;22;0.000375
334;16;20;3;500;22;0.000375
335;16;21;3;500;22;0.000375
336;16;22;4;1000;16;0.0005
337;16;23;4;1000;16;0.0005
338;16;24;4;1000;16;0.0005
339;16;25;3;500;22;0.000375
340;16;26;4;1000;16;0.0005
341;16;27;4;1000;16;0.0005
342;16;28;4;1000;16;0.0005
343;16;29;4;1000;16;0.0005
344;16;30;4;1000;16;0.0005
345;17;18;3;500;22;0.000375
346;17;19;3;500;22;0.000375
347;17;20;3;500;22;0.000375
348;17;21;3;500;22;0.000375
349;17;22;3;500;22;0.000375
350;17;23;4;1000;16;0.0005
351;17;24;4;1000;16;0.0005
352;17;25;4;1000;16;0.0005
353;17;26;3;500;22;0.000375
354;17;27;4;1000;16;0.0005
355;17;28;4;1000;16;0.0005
356;17;29;4;1000;16;0.0005
357;17;30;4;1000;16;0.0005
358;18;19;3;500;22;0.000375
359;18;20;3;500;22;0.000375
360;18;21;3;500;22;0.000375
361;18;22;3;500;22;0.000375
362;18;23;3;500;22;0.000375
363;18;24;3;500;22;0.000375
364;18;25;3;500;22;0.000375
365;18;26;3;500;22;0.000375
366;18;27;4;1000;16;0.0005
367;18;28;3;500;22;0.000375
368;18;29;4;1000;16;0.0005
369;18;30;4;1000;16;0.0005
370;19;20;3;500;22;0.000375
371;19;21;3;500;22;0.000375
372;19;22;3;500;22;0.000375
373;19;23;3;500;22;0.000375
374;19;24;3;500;22;0.000375
375;19;25;3;500;22;0.000375
376;19;26;3;500;22;0.000375
377;19;27;4;1000;16;0.0005
378;19;28;3;500;22;0.000375
379;19;29;4;1000;16;0.0005
380;19;30;4;1000;16;0.0005
381;20;21;3;500;22;0.000375
382;20;22;3;500;22;0.000375
383;20;23;3;500;22;0.000375
384;20;24;3;500;22;0.000375
385;20;25;3;500;22;0.000375
386;20;26;3;500;22;0.000375
387;20;27;3;500;22;0.000375
388;20;28;3;500;22;0.000375
389;20;29;3;500;22;0.000375
390;20;30;4;1000;16;0.0005
391;21;22;3;500;22;0.000375
392;21;23;3;500;22;0.000375
393;21;24;3;500;22;0.000375
394;21;25;3;500;22;0.000375
395;21;26;3;500;22;0.000375
396;21;27;4;1000;16;0.0005
397;21;28;3;500;22;0.000375
398;21;29;3;500;22;0.000375
399;21;30;3;500;22;0.000375
400;22;23;3;500;22;0.000375
401;22;24;3;500;22;0.000375
402;22;25;3;500;22;0.000375
403;22;26;3;500;22;0.000375
404;22;27;3;500;22;0.000375
405;22;28;3;500;22;0.000375
406;22;29;3;500;22;0.000375
407;22;30;3;500;22;0.000375
408;23;24;3;500;22;0.000375
409;23;25;3;500;22;0.000375
410;23;26;3;500;22;0.000375
411;23;27;3;500;22;0.000375
412;23;28;3;500;22;0.000375
413;23;29;3;500;22;0.000375
414;23;30;3;500;22;0.000375
415;24;25;3;500;22;0.000375
416;24;26;3;500;22;0.000375
417;24;27;3;500;22;0.000375
418;24;28;3;500;22;0.000375
419;24;29;3;500;22;0.000375
420;24;30;3;500;22;0.000375
421;25;26;3;500;22;0.000375
422;25;27;3;500;22;0.000375
423;25;28;3;500;22;0.000375
424;25;29;3;500;22;0.000375
425;25;30;3;500;22;0.000375
426;26;27;3;500;22;0.000375
427;26;28;3;500;22;0.000375
428;26;29;3;500;22;0.000375
429;26;30;3;500;22;0.000375
430;27;28;3;500;22;0.000375
431;27;29;3;500;22;0.000375
432;27;30;3;500;22;0.000375
433;28;29;3;500;22;0.000375
434;28;30;3;500;22;0.000375
435;29;30;3;500;22;0.000375
