LinkS;TranspS;Instance;Demands;OF;Formulation;CD;OSNR;GNpy;Bands;Reinforcements;Cuts;Prepro;Genetic;It;Pop;Cross;Mut;cK;eK;LBactive;CplexStrategy
1.5x;random;German_17_26;60;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;2
1.5x;random;German_17_26;60;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;2
1.5x;random;German_17_26;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;0
1.5x;random;German_17_26;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;0
1.5x;random;German_17_26;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;0
1.5x;random;German_17_26;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;0
1.5x;random;German_17_26;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;1
1.5x;random;German_17_26;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;1
1.5x;random;German_17_26;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;1
1.5x;random;German_17_26;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;1
1.5x;random;German_17_26;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;2
1.5x;random;German_17_26;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;2
1.5x;random;German_17_26;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;2
1.5x;random;German_17_26;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;2
1.5x;random;German_17_26;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;0
1.5x;random;German_17_26;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;0
1.5x;random;German_17_26;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;0
1.5x;random;German_17_26;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;0
1.5x;random;German_17_26;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;1
1.5x;random;German_17_26;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;1
1.5x;random;German_17_26;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;1
1.5x;random;German_17_26;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;1
1.5x;random;German_17_26;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;2
1.5x;random;German_17_26;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;2
1.5x;random;German_17_26;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;2
1.5x;random;German_17_26;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;2
1.5x;random;Nsfnet_14_21;80;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;0
1.5x;random;Nsfnet_14_21;80;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;0
1.5x;random;Nsfnet_14_21;80;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;0
1.5x;random;Nsfnet_14_21;80;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;0
1.5x;random;Nsfnet_14_21;80;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;1
1.5x;random;Nsfnet_14_21;80;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;1
1.5x;random;Nsfnet_14_21;80;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;1
1.5x;random;Nsfnet_14_21;80;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;1
1.5x;random;Nsfnet_14_21;80;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;2
1.5x;random;Nsfnet_14_21;80;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;2
1.5x;random;Nsfnet_14_21;80;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;2
1.5x;random;Nsfnet_14_21;80;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;2
1.5x;random;Nsfnet_14_21;80;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;0
1.5x;random;Nsfnet_14_21;80;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;0
1.5x;random;Nsfnet_14_21;80;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;0
1.5x;random;Nsfnet_14_21;80;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;0
1.5x;random;Nsfnet_14_21;80;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;1
1.5x;random;Nsfnet_14_21;80;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;1
1.5x;random;Nsfnet_14_21;80;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;1
1.5x;random;Nsfnet_14_21;80;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;1
1.5x;random;Nsfnet_14_21;80;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;2
1.5x;random;Nsfnet_14_21;80;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;2
1.5x;random;Nsfnet_14_21;80;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;2
1.5x;random;Nsfnet_14_21;80;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;2
1.5x;random;Nsfnet_14_21;60;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;0
1.5x;random;Nsfnet_14_21;60;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;0
1.5x;random;Nsfnet_14_21;60;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;0
1.5x;random;Nsfnet_14_21;60;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;0
1.5x;random;Nsfnet_14_21;60;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;1
1.5x;random;Nsfnet_14_21;60;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;1
1.5x;random;Nsfnet_14_21;60;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;1
1.5x;random;Nsfnet_14_21;60;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;1
1.5x;random;Nsfnet_14_21;60;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;2
1.5x;random;Nsfnet_14_21;60;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;2
1.5x;random;Nsfnet_14_21;60;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;2
1.5x;random;Nsfnet_14_21;60;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;2
1.5x;random;Nsfnet_14_21;60;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;0
1.5x;random;Nsfnet_14_21;60;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;0
1.5x;random;Nsfnet_14_21;60;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;0
1.5x;random;Nsfnet_14_21;60;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;0
1.5x;random;Nsfnet_14_21;60;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;1
1.5x;random;Nsfnet_14_21;60;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;1
1.5x;random;Nsfnet_14_21;60;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;1
1.5x;random;Nsfnet_14_21;60;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;1
1.5x;random;Nsfnet_14_21;60;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;2
1.5x;random;Nsfnet_14_21;60;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;2
1.5x;random;Nsfnet_14_21;60;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;2
1.5x;random;Nsfnet_14_21;60;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;2
1.5x;random;Nsfnet_14_21;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;0
1.5x;random;Nsfnet_14_21;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;0
1.5x;random;Nsfnet_14_21;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;0
1.5x;random;Nsfnet_14_21;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;0
1.5x;random;Nsfnet_14_21;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;1
1.5x;random;Nsfnet_14_21;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;1
1.5x;random;Nsfnet_14_21;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;1
1.5x;random;Nsfnet_14_21;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;1
1.5x;random;Nsfnet_14_21;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;2
1.5x;random;Nsfnet_14_21;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;2
1.5x;random;Nsfnet_14_21;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;2
1.5x;random;Nsfnet_14_21;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;2
1.5x;random;Nsfnet_14_21;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;0
1.5x;random;Nsfnet_14_21;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;0
1.5x;random;Nsfnet_14_21;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;0
1.5x;random;Nsfnet_14_21;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;0
1.5x;random;Nsfnet_14_21;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;1
1.5x;random;Nsfnet_14_21;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;1
1.5x;random;Nsfnet_14_21;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;1
1.5x;random;Nsfnet_14_21;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;1
1.5x;random;Nsfnet_14_21;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;2
1.5x;random;Nsfnet_14_21;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;2
1.5x;random;Nsfnet_14_21;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;2
1.5x;random;Nsfnet_14_21;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;2
1.5x;random;European_18_40;80;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;0
1.5x;random;European_18_40;80;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;0
1.5x;random;European_18_40;80;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;0
1.5x;random;European_18_40;80;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;0
1.5x;random;European_18_40;80;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;1
1.5x;random;European_18_40;80;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;1
1.5x;random;European_18_40;80;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;1
1.5x;random;European_18_40;80;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;1
1.5x;random;European_18_40;80;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;2
1.5x;random;European_18_40;80;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;2
1.5x;random;European_18_40;80;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;2
1.5x;random;European_18_40;80;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;2
1.5x;random;European_18_40;80;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;0
1.5x;random;European_18_40;80;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;0
1.5x;random;European_18_40;80;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;0
1.5x;random;European_18_40;80;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;0
1.5x;random;European_18_40;80;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;1
1.5x;random;European_18_40;80;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;1
1.5x;random;European_18_40;80;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;1
1.5x;random;European_18_40;80;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;1
1.5x;random;European_18_40;80;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;2
1.5x;random;European_18_40;80;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;2
1.5x;random;European_18_40;80;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;2
1.5x;random;European_18_40;80;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;2
1.5x;random;European_18_40;60;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;0
1.5x;random;European_18_40;60;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;0
1.5x;random;European_18_40;60;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;0
1.5x;random;European_18_40;60;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;0
1.5x;random;European_18_40;60;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;1
1.5x;random;European_18_40;60;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;1
1.5x;random;European_18_40;60;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;1
1.5x;random;European_18_40;60;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;1
1.5x;random;European_18_40;60;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;2
1.5x;random;European_18_40;60;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;2
1.5x;random;European_18_40;60;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;2
1.5x;random;European_18_40;60;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;2
1.5x;random;European_18_40;60;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;0
1.5x;random;European_18_40;60;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;0
1.5x;random;European_18_40;60;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;0
1.5x;random;European_18_40;60;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;0
1.5x;random;European_18_40;60;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;1
1.5x;random;European_18_40;60;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;1
1.5x;random;European_18_40;60;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;1
1.5x;random;European_18_40;60;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;1
1.5x;random;European_18_40;60;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;2
1.5x;random;European_18_40;60;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;2
1.5x;random;European_18_40;60;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;2
1.5x;random;European_18_40;60;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;2
1.5x;random;European_18_40;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;0
1.5x;random;European_18_40;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;0
1.5x;random;European_18_40;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;0
1.5x;random;European_18_40;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;0
1.5x;random;European_18_40;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;1
1.5x;random;European_18_40;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;1
1.5x;random;European_18_40;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;1
1.5x;random;European_18_40;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;1
1.5x;random;European_18_40;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;2
1.5x;random;European_18_40;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;2
1.5x;random;European_18_40;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;2
1.5x;random;European_18_40;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;2
1.5x;random;European_18_40;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;0
1.5x;random;European_18_40;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;0
1.5x;random;European_18_40;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;0
1.5x;random;European_18_40;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;0
1.5x;random;European_18_40;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;1
1.5x;random;European_18_40;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;1
1.5x;random;European_18_40;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;1
1.5x;random;European_18_40;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;1
1.5x;random;European_18_40;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;0;2
1.5x;random;European_18_40;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;0;2
1.5x;random;European_18_40;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;100;10;15;1;2
1.5x;random;European_18_40;40;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;100;10;15;1;2
