index;origin;destination;slots;max_length;osnr_limit;pch
81;3;23;6;2500;16;0.00075
82;3;24;3;500;22;0.000375
83;3;25;6;2500;16;0.00075
84;3;26;4;1000;16;0.0005
85;3;27;4;1000;16;0.0005
86;3;28;6;2500;16;0.00075
87;3;29;4;1000;16;0.0005
88;3;30;6;2500;16;0.00075
89;3;31;4;1000;16;0.0005
90;3;32;6;2500;16;0.00075
91;4;5;4;1000;16;0.0005
92;4;6;6;2500;16;0.00075
93;4;7;6;2500;16;0.00075
94;4;8;3;5000;13;0.000375
95;4;9;6;2500;16;0.00075
96;4;10;6;2500;16;0.00075
97;4;11;3;500;22;0.000375
98;4;12;6;2500;16;0.00075
99;4;13;4;1000;16;0.0005
100;4;14;6;2500;16;0.00075
101;4;15;4;1000;16;0.0005
102;4;16;6;2500;16;0.00075
103;4;17;6;2500;16;0.00075
104;4;18;6;2500;16;0.00075
105;4;19;6;2500;16;0.00075
106;4;20;6;2500;16;0.00075
107;4;21;6;2500;16;0.00075
108;4;22;6;2500;16;0.00075
109;4;23;6;2500;16;0.00075
110;4;24;6;2500;16;0.00075
111;4;25;3;5000;13;0.000375
112;4;26;6;2500;16;0.00075
113;4;27;6;2500;16;0.00075
114;4;28;6;2500;16;0.00075
115;4;29;6;2500;16;0.00075
116;4;30;6;2500;16;0.00075
117;4;31;4;1000;16;0.0005
118;4;32;3;500;22;0.000375
119;5;6;4;1000;16;0.0005
120;5;7;6;2500;16;0.00075
121;5;8;6;2500;16;0.00075
122;5;9;4;1000;16;0.0005
123;5;10;6;2500;16;0.00075
124;5;11;4;1000;16;0.0005
125;5;12;4;1000;16;0.0005
126;5;13;6;2500;16;0.00075
127;5;14;4;1000;16;0.0005
128;5;15;3;500;22;0.000375
129;5;16;3;500;22;0.000375
130;5;17;6;2500;16;0.00075
131;5;18;4;1000;16;0.0005
132;5;19;6;2500;16;0.00075
133;5;20;6;2500;16;0.00075
134;5;21;4;1000;16;0.0005
135;5;22;3;500;22;0.000375
136;5;23;6;2500;16;0.00075
137;5;24;4;1000;16;0.0005
138;5;25;6;2500;16;0.00075
139;5;26;6;2500;16;0.00075
140;5;27;4;1000;16;0.0005
141;5;28;6;2500;16;0.00075
142;5;29;6;2500;16;0.00075
143;5;30;6;2500;16;0.00075
144;5;31;3;500;22;0.000375
145;5;32;4;1000;16;0.0005
146;6;7;4;1000;16;0.0005
147;6;8;6;2500;16;0.00075
148;6;9;3;500;22;0.000375
149;6;10;6;2500;16;0.00075
150;6;11;6;2500;16;0.00075
151;6;12;4;1000;16;0.0005
152;6;13;6;2500;16;0.00075
153;6;14;3;500;22;0.000375
154;6;15;4;1000;16;0.0005
155;6;16;3;500;22;0.000375
156;6;17;4;1000;16;0.0005
157;6;18;3;500;22;0.000375
158;6;19;4;1000;16;0.0005
159;6;20;4;1000;16;0.0005
160;6;21;6;2500;16;0.00075
161;6;22;3;500;22;0.000375
162;6;23;6;2500;16;0.00075
163;6;24;4;1000;16;0.0005
164;6;25;6;2500;16;0.00075
165;6;26;4;1000;16;0.0005
166;6;27;4;1000;16;0.0005
167;6;28;6;2500;16;0.00075
168;6;29;4;1000;16;0.0005
169;6;30;6;2500;16;0.00075
170;6;31;4;1000;16;0.0005
171;6;32;6;2500;16;0.00075
172;7;8;6;2500;16;0.00075
173;7;9;4;1000;16;0.0005
174;7;10;6;2500;16;0.00075
175;7;11;6;2500;16;0.00075
176;7;12;6;2500;16;0.00075
177;7;13;6;2500;16;0.00075
178;7;14;4;1000;16;0.0005
179;7;15;6;2500;16;0.00075
180;7;16;4;1000;16;0.0005
181;7;17;6;2500;16;0.00075
182;7;18;4;1000;16;0.0005
183;7;19;6;2500;16;0.00075
184;7;20;6;2500;16;0.00075
185;7;21;6;2500;16;0.00075
186;7;22;4;1000;16;0.0005
187;7;23;6;2500;16;0.00075
188;7;24;6;2500;16;0.00075
189;7;25;6;2500;16;0.00075
190;7;26;4;1000;16;0.0005
191;7;27;6;2500;16;0.00075
192;7;28;6;2500;16;0.00075
193;7;29;4;1000;16;0.0005
194;7;30;3;5000;13;0.000375
195;7;31;6;2500;16;0.00075
196;7;32;6;2500;16;0.00075
197;8;9;6;2500;16;0.00075
198;8;10;4;1000;16;0.0005
199;8;11;3;5000;13;0.000375
200;8;12;6;2500;16;0.00075
201;8;13;3;5000;13;0.000375
202;8;14;6;2500;16;0.00075
203;8;15;6;2500;16;0.00075
204;8;16;6;2500;16;0.00075
205;8;17;6;2500;16;0.00075
206;8;18;6;2500;16;0.00075
207;8;19;4;1000;16;0.0005
208;8;20;6;2500;16;0.00075
209;8;21;3;5000;13;0.000375
210;8;22;6;2500;16;0.00075
211;8;23;3;5000;13;0.000375
212;8;24;6;2500;16;0.00075
213;8;25;3;500;22;0.000375
214;8;26;4;1000;16;0.0005
215;8;27;6;2500;16;0.00075
216;8;28;3;5000;13;0.000375
217;8;29;4;1000;16;0.0005
218;8;30;3;5000;13;0.000375
219;8;31;6;2500;16;0.00075
220;8;32;3;5000;13;0.000375
221;9;10;6;2500;16;0.00075
222;9;11;6;2500;16;0.00075
223;9;12;4;1000;16;0.0005
224;9;13;6;2500;16;0.00075
225;9;14;3;500;22;0.000375
226;9;15;4;1000;16;0.0005
227;9;16;3;500;22;0.000375
228;9;17;4;1000;16;0.0005
229;9;18;3;500;22;0.000375
230;9;19;4;1000;16;0.0005
231;9;20;4;1000;16;0.0005
232;9;21;6;2500;16;0.00075
233;9;22;3;500;22;0.000375
234;9;23;6;2500;16;0.00075
235;9;24;4;1000;16;0.0005
236;9;25;6;2500;16;0.00075
237;9;26;4;1000;16;0.0005
238;9;27;4;1000;16;0.0005
239;9;28;6;2500;16;0.00075
240;9;29;4;1000;16;0.0005
241;9;30;6;2500;16;0.00075
242;9;31;4;1000;16;0.0005
243;9;32;6;2500;16;0.00075
244;10;11;6;2500;16;0.00075
245;10;12;6;2500;16;0.00075
246;10;13;3;5000;13;0.000375
247;10;14;6;2500;16;0.00075
248;10;15;6;2500;16;0.00075
249;10;16;6;2500;16;0.00075
250;10;17;6;2500;16;0.00075
251;10;18;6;2500;16;0.00075
252;10;19;3;500;22;0.000375
253;10;20;6;2500;16;0.00075
254;10;21;6;2500;16;0.00075
255;10;22;4;1000;16;0.0005
256;10;23;3;5000;13;0.000375
257;10;24;6;2500;16;0.00075
258;10;25;4;1000;16;0.0005
259;10;26;4;1000;16;0.0005
260;10;27;3;500;22;0.000375
261;10;28;6;2500;16;0.00075
262;10;29;3;500;22;0.000375
263;10;30;3;5000;13;0.000375
264;10;31;6;2500;16;0.00075
265;10;32;6;2500;16;0.00075
266;11;12;6;2500;16;0.00075
267;11;13;4;1000;16;0.0005
268;11;14;6;2500;16;0.00075
269;11;15;4;1000;16;0.0005
270;11;16;6;2500;16;0.00075
271;11;17;6;2500;16;0.00075
272;11;18;6;2500;16;0.00075
273;11;19;6;2500;16;0.00075
274;11;20;6;2500;16;0.00075
275;11;21;6;2500;16;0.00075
276;11;22;6;2500;16;0.00075
277;11;23;6;2500;16;0.00075
278;11;24;6;2500;16;0.00075
279;11;25;3;5000;13;0.000375
280;11;26;6;2500;16;0.00075
281;11;27;6;2500;16;0.00075
282;11;28;6;2500;16;0.00075
283;11;29;6;2500;16;0.00075
284;11;30;6;2500;16;0.00075
285;11;31;4;1000;16;0.0005
286;11;32;3;500;22;0.000375
287;12;13;6;2500;16;0.00075
288;12;14;3;500;22;0.000375
289;12;15;6;2500;16;0.00075
290;12;16;3;500;22;0.000375
291;12;17;3;500;22;0.000375
292;12;18;4;1000;16;0.0005
293;12;19;6;2500;16;0.00075
294;12;20;3;500;22;0.000375
295;12;21;6;2500;16;0.00075
296;12;22;4;1000;16;0.0005
297;12;23;6;2500;16;0.00075
298;12;24;3;500;22;0.000375
299;12;25;6;2500;16;0.00075
300;12;26;6;2500;16;0.00075
301;12;27;6;2500;16;0.00075
302;12;28;6;2500;16;0.00075
303;12;29;6;2500;16;0.00075
304;12;30;6;2500;16;0.00075
305;12;31;6;2500;16;0.00075
306;12;32;6;2500;16;0.00075
307;13;14;6;2500;16;0.00075
308;13;15;4;1000;16;0.0005
309;13;16;6;2500;16;0.00075
310;13;17;6;2500;16;0.00075
311;13;18;6;2500;16;0.00075
312;13;19;6;2500;16;0.00075
313;13;20;6;2500;16;0.00075
314;13;21;4;1000;16;0.0005
315;13;22;6;2500;16;0.00075
316;13;23;3;500;22;0.000375
317;13;24;6;2500;16;0.00075
318;13;25;3;5000;13;0.000375
319;13;26;6;2500;16;0.00075
320;13;27;6;2500;16;0.00075
321;13;28;4;1000;16;0.0005
322;13;29;6;2500;16;0.00075
323;13;30;3;500;22;0.000375
324;13;31;4;1000;16;0.0005
325;13;32;3;500;22;0.000375
326;14;15;4;1000;16;0.0005
327;14;16;3;500;22;0.000375
328;14;17;4;1000;16;0.0005
329;14;18;3;500;22;0.000375
330;14;19;6;2500;16;0.00075
331;14;20;3;500;22;0.000375
332;14;21;6;2500;16;0.00075
333;14;22;4;1000;16;0.0005
334;14;23;6;2500;16;0.00075
335;14;24;3;500;22;0.000375
336;14;25;6;2500;16;0.00075
337;14;26;4;1000;16;0.0005
338;14;27;6;2500;16;0.00075
339;14;28;6;2500;16;0.00075
340;14;29;6;2500;16;0.00075
341;14;30;6;2500;16;0.00075
342;14;31;4;1000;16;0.0005
343;14;32;6;2500;16;0.00075
344;15;16;4;1000;16;0.0005
345;15;17;6;2500;16;0.00075
346;15;18;4;1000;16;0.0005
347;15;19;6;2500;16;0.00075
348;15;20;6;2500;16;0.00075
349;15;21;4;1000;16;0.0005
350;15;22;4;1000;16;0.0005
351;15;23;6;2500;16;0.00075
352;15;24;6;2500;16;0.00075
353;15;25;6;2500;16;0.00075
354;15;26;6;2500;16;0.00075
355;15;27;6;2500;16;0.00075
356;15;28;4;1000;16;0.0005
357;15;29;6;2500;16;0.00075
358;15;30;6;2500;16;0.00075
359;15;31;3;500;22;0.000375
360;15;32;4;1000;16;0.0005
361;16;17;4;1000;16;0.0005
362;16;18;3;500;22;0.000375
363;16;19;6;2500;16;0.00075
364;16;20;4;1000;16;0.0005
365;16;21;6;2500;16;0.00075
366;16;22;3;500;22;0.000375
367;16;23;6;2500;16;0.00075
368;16;24;3;500;22;0.000375
369;16;25;6;2500;16;0.00075
370;16;26;4;1000;16;0.0005
371;16;27;4;1000;16;0.0005
372;16;28;6;2500;16;0.00075
373;16;29;4;1000;16;0.0005
374;16;30;6;2500;16;0.00075
375;16;31;4;1000;16;0.0005
376;16;32;6;2500;16;0.00075
377;17;18;4;1000;16;0.0005
378;17;19;6;2500;16;0.00075
379;17;20;3;500;22;0.000375
380;17;21;6;2500;16;0.00075
381;17;22;6;2500;16;0.00075
382;17;23;3;5000;13;0.000375
383;17;24;3;500;22;0.000375
384;17;25;6;2500;16;0.00075
385;17;26;6;2500;16;0.00075
386;17;27;6;2500;16;0.00075
387;17;28;6;2500;16;0.00075
388;17;29;6;2500;16;0.00075
389;17;30;3;5000;13;0.000375
390;17;31;6;2500;16;0.00075
391;17;32;6;2500;16;0.00075
392;18;19;6;2500;16;0.00075
393;18;20;4;1000;16;0.0005
394;18;21;6;2500;16;0.00075
395;18;22;3;500;22;0.000375
396;18;23;6;2500;16;0.00075
397;18;24;4;1000;16;0.0005
398;18;25;6;2500;16;0.00075
399;18;26;4;1000;16;0.0005
400;18;27;4;1000;16;0.0005
401;18;28;6;2500;16;0.00075
402;18;29;4;1000;16;0.0005
403;18;30;6;2500;16;0.00075
404;18;31;4;1000;16;0.0005
405;18;32;6;2500;16;0.00075
406;19;20;6;2500;16;0.00075
407;19;21;6;2500;16;0.00075
408;19;22;4;1000;16;0.0005
409;19;23;6;2500;16;0.00075
410;19;24;6;2500;16;0.00075
411;19;25;4;1000;16;0.0005
412;19;26;3;500;22;0.000375
413;19;27;3;500;22;0.000375
414;19;28;6;2500;16;0.00075
415;19;29;3;500;22;0.000375
416;19;30;6;2500;16;0.00075
417;19;31;6;2500;16;0.00075
418;19;32;6;2500;16;0.00075
419;20;21;6;2500;16;0.00075
420;20;22;6;2500;16;0.00075
421;20;23;6;2500;16;0.00075
422;20;24;3;500;22;0.000375
423;20;25;6;2500;16;0.00075
424;20;26;6;2500;16;0.00075
425;20;27;6;2500;16;0.00075
426;20;28;6;2500;16;0.00075
427;20;29;6;2500;16;0.00075
428;20;30;6;2500;16;0.00075
429;20;31;6;2500;16;0.00075
430;20;32;6;2500;16;0.00075
431;21;22;6;2500;16;0.00075
432;21;23;4;1000;16;0.0005
433;21;24;6;2500;16;0.00075
434;21;25;3;5000;13;0.000375
435;21;26;6;2500;16;0.00075
436;21;27;6;2500;16;0.00075
437;21;28;3;500;22;0.000375
438;21;29;6;2500;16;0.00075
439;21;30;4;1000;16;0.0005
440;21;31;4;1000;16;0.0005
441;21;32;6;2500;16;0.00075
442;22;23;6;2500;16;0.00075
443;22;24;4;1000;16;0.0005
444;22;25;6;2500;16;0.00075
445;22;26;4;1000;16;0.0005
446;22;27;4;1000;16;0.0005
447;22;28;6;2500;16;0.00075
448;22;29;4;1000;16;0.0005
449;22;30;6;2500;16;0.00075
450;22;31;4;1000;16;0.0005
451;22;32;6;2500;16;0.00075
452;23;24;6;2500;16;0.00075
453;23;25;3;5000;13;0.000375
454;23;26;6;2500;16;0.00075
455;23;27;6;2500;16;0.00075
456;23;28;3;500;22;0.000375
457;23;29;3;5000;13;0.000375
458;23;30;3;500;22;0.000375
459;23;31;6;2500;16;0.00075
460;23;32;4;1000;16;0.0005
461;24;25;6;2500;16;0.00075
462;24;26;6;2500;16;0.00075
463;24;27;6;2500;16;0.00075
464;24;28;6;2500;16;0.00075
465;24;29;6;2500;16;0.00075
466;24;30;6;2500;16;0.00075
467;24;31;6;2500;16;0.00075
468;24;32;6;2500;16;0.00075
469;25;26;4;1000;16;0.0005
470;25;27;6;2500;16;0.00075
471;25;28;3;5000;13;0.000375
472;25;29;4;1000;16;0.0005
473;25;30;3;5000;13;0.000375
474;25;31;6;2500;16;0.00075
475;25;32;3;5000;13;0.000375
476;26;27;4;1000;16;0.0005
477;26;28;6;2500;16;0.00075
478;26;29;3;500;22;0.000375
479;26;30;6;2500;16;0.00075
480;26;31;6;2500;16;0.00075
481;26;32;6;2500;16;0.00075
482;27;28;6;2500;16;0.00075
483;27;29;3;500;22;0.000375
484;27;30;6;2500;16;0.00075
485;27;31;6;2500;16;0.00075
486;27;32;6;2500;16;0.00075
487;28;29;6;2500;16;0.00075
488;28;30;3;500;22;0.000375
489;28;31;4;1000;16;0.0005
490;28;32;6;2500;16;0.00075
491;29;30;3;5000;13;0.000375
492;29;31;6;2500;16;0.00075
493;29;32;6;2500;16;0.00075
494;30;31;6;2500;16;0.00075
495;30;32;4;1000;16;0.0005
496;31;32;4;1000;16;0.0005
