LinkS;TranspS;Instance;Demands;OF;Formulation;CD;OSNR;GNpy;Bands;Reinforcements;Cuts;Prepro;Genetic;It;Pop;Cross;Mut;cK;eK;LBactive;CplexStrategy
0.75x;random;German_17_26;60;ADS;24;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;German_17_26;40;ADS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;German_17_26;40;ADS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;German_17_26;40;ADS;20;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;German_17_26;40;ADS;21;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;German_17_26;40;ADS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;German_17_26;40;ADS;23;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;German_17_26;40;ADS;24;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;German_17_26;40;ADS;20;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;German_17_26;40;ADS;21;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;German_17_26;40;ADS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;German_17_26;40;ADS;23;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;German_17_26;40;ADS;24;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;80;ADS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;80;ADS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;80;ADS;20;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;80;ADS;21;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;80;ADS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;80;ADS;23;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;80;ADS;24;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;80;ADS;20;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;80;ADS;21;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;80;ADS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;80;ADS;23;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;80;ADS;24;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;100;ADS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;100;ADS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;100;ADS;20;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;100;ADS;21;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;100;ADS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;100;ADS;23;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;100;ADS;24;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;100;ADS;20;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;100;ADS;21;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;100;ADS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;100;ADS;23;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;100;ADS;24;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;60;ADS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;60;ADS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;60;ADS;20;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;60;ADS;21;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;60;ADS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;60;ADS;23;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;60;ADS;24;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;60;ADS;20;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;60;ADS;21;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;60;ADS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;60;ADS;23;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;60;ADS;24;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;40;ADS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;40;ADS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;40;ADS;20;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;40;ADS;21;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;40;ADS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;40;ADS;23;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;40;ADS;24;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;40;ADS;20;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;40;ADS;21;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;40;ADS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;40;ADS;23;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;Nsfnet_14_21;40;ADS;24;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;80;ADS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;80;ADS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;80;ADS;20;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;80;ADS;21;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;80;ADS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;80;ADS;23;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;80;ADS;24;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;80;ADS;20;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;80;ADS;21;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;80;ADS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;80;ADS;23;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;80;ADS;24;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;100;ADS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;100;ADS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;100;ADS;20;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;100;ADS;21;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;100;ADS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;100;ADS;23;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;100;ADS;24;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;100;ADS;20;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;100;ADS;21;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;100;ADS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;100;ADS;23;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;100;ADS;24;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;60;ADS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;60;ADS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;60;ADS;20;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;60;ADS;21;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;60;ADS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;60;ADS;23;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;60;ADS;24;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;60;ADS;20;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;60;ADS;21;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;60;ADS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;60;ADS;23;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;60;ADS;24;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;40;ADS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;40;ADS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;40;ADS;20;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;40;ADS;21;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;40;ADS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;40;ADS;23;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;40;ADS;24;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;40;ADS;20;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;40;ADS;21;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;40;ADS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;40;ADS;23;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
0.75x;random;European_18_40;40;ADS;24;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
