Index;Origin;Destination;length;slices;cost;lineAmps;pnliC;paseC;pnliL;paseL;pnliS;paseS
22;10;19;211;150;9;3;6.988136063529348e-08;3.7357668211937153e-07;4.6058030977734384e-08;5.730510309675344e-07;1.1362091389480583e-07;8.583494174749943e-07
23;11;32;331;150;4;5;1.1448459706273034e-07;5.103055862974557e-07;7.572331121139457e-08;7.693898525533815e-07;1.8680242381917542e-07;1.1524372107582534e-06
24;12;17;406;150;4;6;1.382763808972901e-07;6.572865585245493e-07;9.13400319768461e-08;9.970559401917126e-07;2.2532743341562078e-07;1.4934488190494597e-06
25;12;24;10;150;0;1;3.4366167245666523e-09;2.971921542672514e-09;2.5687100559906198e-09;3.6770894661259394e-09;6.336770762812771e-09;5.507760095856893e-09
26;13;30;289;150;9;4;9.381864497871169e-08;5.459418211854278e-07;6.174282597474284e-08;8.442477289539122e-07;1.5231385634113622e-07;1.264563725029285e-06
27;13;32;476;150;3;6;1.4365955533703746e-07;1.1465192243836754e-06;9.409519640822186e-08;1.8274240610435117e-06;2.3212416992341266e-07;2.7372228536577796e-06
28;14;24;278;150;6;4;9.287790563782614e-08;4.785837991241548e-07;6.125624765375085e-08;7.315631889091389e-07;1.5111351250665412e-07;1.0957782171443012e-06
29;15;31;10;150;5;1;3.4366167245666523e-09;2.971921542672514e-09;2.5687100559906198e-09;3.6770894661259394e-09;6.336770762812771e-09;5.507760095856893e-09
30;15;32;510;150;9;7;1.6451986456174484e-07;9.834965464448284e-07;1.0822289455182832e-07;1.5247982657310199e-06;2.669758980635607e-07;2.2839322022461414e-06
31;16;18;143;150;7;2;4.6786661092188626e-08;2.633587879512906e-07;3.080829366066597e-08;4.0597143258694204e-07;7.60012186138968e-08;6.080878034267644e-07
32;17;20;206;150;6;3;6.942715356410862e-08;3.448501594511498e-07;4.5821500958107975e-08;5.253014544985308e-07;1.1303741615460713e-07;7.868273035061098e-07
33;19;27;258;150;8;4;9.084655215717379e-08;3.7597243992425875e-07;6.01845378431204e-08;5.628842726510516e-07;1.484697032614711e-07;8.431210510521505e-07
34;19;29;158;150;3;2;4.784713201372342e-08;3.761964939836955e-07;3.134551570503617e-08;5.987552869932703e-07;7.732649584242802e-08;8.968507585319457e-07
35;20;24;190;150;0;3;6.7728912822649e-08;2.66431847725452e-07;4.492092961262139e-08;3.9697666783260764e-07;1.1081578971662228e-07;5.946149176452447e-07
36;21;28;283;150;7;4;9.331971650599576e-08;5.081459768491714e-07;6.148559703825366e-08;7.808423262964745e-07;1.516792962823656e-07;1.1695913970956103e-06
37;21;31;555;150;1;7;1.675832472115336e-07;1.3345977760880276e-06;1.0976802355808367e-07;2.1267640487024353e-06;2.707875887947815e-07;3.185591829803231e-06
38;22;27;506;150;0;7;1.6420271850495894e-07;9.57029373723854e-07;1.0806026296145408e-07;1.480179544207375e-06;2.665747009317203e-07;2.217099666296181e-06
39;23;28;319;150;1;4;9.586986202393699e-08;7.795479561964491e-07;6.277810264151486e-08;1.2447460084296316e-06;1.548677883811201e-07;1.8644535189753972e-06
40;23;30;10;150;3;1;3.4366167245666523e-09;2.971921542672514e-09;2.5687100559906198e-09;3.6770894661259394e-09;6.336770762812771e-09;5.507760095856893e-09
41;25;26;691;150;3;9;2.140604328608136e-07;1.523760812455144e-06;1.4042957851518193e-07;2.4021953156252515e-06;3.4642681656258314e-07;3.5981489228747438e-06
42;26;29;244;150;2;4;8.913681636485912e-08;3.1697889376216986e-07;5.926304691347861e-08;4.678090697460139e-07;1.4619647013905886e-07;7.00711840319085e-07
