index;origin;destination;slots;max_length;osnr_limit;pch
152;10;18;3;500;22;0.000375
153;10;19;3;500;22;0.000375
154;10;20;3;500;22;0.000375
155;10;21;3;500;22;0.000375
156;11;12;3;500;22;0.000375
157;11;13;3;500;22;0.000375
158;11;14;3;500;22;0.000375
159;11;15;3;500;22;0.000375
160;11;16;3;500;22;0.000375
161;11;17;3;500;22;0.000375
162;11;18;3;500;22;0.000375
163;11;19;3;500;22;0.000375
164;11;20;3;500;22;0.000375
165;11;21;3;500;22;0.000375
166;12;13;3;500;22;0.000375
167;12;14;3;500;22;0.000375
168;12;15;3;500;22;0.000375
169;12;16;3;500;22;0.000375
170;12;17;3;500;22;0.000375
171;12;18;3;500;22;0.000375
172;12;19;3;500;22;0.000375
173;12;20;3;500;22;0.000375
174;12;21;3;500;22;0.000375
175;13;14;3;500;22;0.000375
176;13;15;3;500;22;0.000375
177;13;16;3;500;22;0.000375
178;13;17;3;500;22;0.000375
179;13;18;3;500;22;0.000375
180;13;19;3;500;22;0.000375
181;13;20;3;500;22;0.000375
182;13;21;3;500;22;0.000375
183;14;15;3;500;22;0.000375
184;14;16;3;500;22;0.000375
185;14;17;3;500;22;0.000375
186;14;18;3;500;22;0.000375
187;14;19;3;500;22;0.000375
188;14;20;3;500;22;0.000375
189;14;21;3;500;22;0.000375
190;15;16;3;500;22;0.000375
191;15;17;3;500;22;0.000375
192;15;18;3;500;22;0.000375
193;15;19;3;500;22;0.000375
194;15;20;3;500;22;0.000375
195;15;21;3;500;22;0.000375
196;16;17;3;500;22;0.000375
197;16;18;3;500;22;0.000375
198;16;19;3;500;22;0.000375
199;16;20;3;500;22;0.000375
200;16;21;3;500;22;0.000375
201;17;18;3;500;22;0.000375
202;17;19;3;500;22;0.000375
203;17;20;3;500;22;0.000375
204;17;21;3;500;22;0.000375
205;18;19;3;500;22;0.000375
206;18;20;3;500;22;0.000375
207;18;21;3;500;22;0.000375
208;19;20;3;500;22;0.000375
209;19;21;3;500;22;0.000375
210;20;21;3;500;22;0.000375
